group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32
0,0.020804589,0.016690156,0.023370978,0.0055341,0.002633322,0.004344167,0.003534489,0.001307744,0.011240178,0.001637122,0.003831956,0.0118435,0.0029023,0.0086194,0.001702767,0.004239589,0.006105567,0.007707044,0.0030701,0.007147089,0.004189867,0.002076556,0.006828178,0.003975533,0.007689544,0.005326678,0.009130533,0.011232411,0.011277322,0.004500089,0.000463478,0.004696644
0,0.0061605,0.004827422,0.006872922,0.001473556,-0.003940844,0.000149833,0.000923678,0.000453044,0.003161289,0.0000865,0.000689767,0.002939022,0.000753089,0.002522556,-0.000285333,0.0009976,0.001519956,0.002048256,0.000693967,0.001980222,0.001035433,0.000311189,0.001218622,0.000991556,0.002071678,0.0012111,0.0026052,0.003181867,0.002984689,0.001034633,-0.0036134,0.001136511
0,0.012152756,0.009669044,0.013624889,0.0030726,-0.007396589,0.000894822,0.001740222,0.000722144,0.006144311,0.000124344,0.001470822,0.006477244,0.001390433,0.004782744,-0.000916222,0.001956156,0.002907644,0.003828989,0.001444822,0.003803622,0.0020735,0.000507522,0.002564233,0.001999444,0.0040379,0.002454433,0.005198122,0.006042233,0.006103256,0.001815289,-0.006682078,0.002398667
0,0.025953622,0.020906267,0.029735278,0.006509933,-0.000274789,0.003999422,0.004412589,0.001537544,0.013394689,0.001233878,0.004692011,0.027208933,0.0034754,0.010409022,0.003987978,0.004678867,0.006833756,0.008818533,0.003510122,0.008277433,0.004895378,0.001946378,0.008798656,0.004834889,0.009564033,0.006645267,0.010458,0.013172156,0.013245478,0.006124733,-0.006257678,0.0052368
0,0.016821167,0.013548267,0.019048567,0.0046351,0.007944011,0.004102067,0.003211333,0.001095967,0.009341622,0.001534511,0.003852822,0.016011589,0.0026187,0.007253989,0.003694989,0.003758089,0.005293389,0.006315322,0.002674,0.005893722,0.003662311,0.002108978,0.007769467,0.003630511,0.006887756,0.004721833,0.007377667,0.009573622,0.009295856,0.004572089,0.002513356,0.003889156
0,0.024990911,0.019956233,0.028716633,0.006274278,0.000987689,0.003994556,0.004176644,0.001486289,0.012844378,0.0010296,0.004603811,0.026495322,0.003271967,0.009946711,0.003922511,0.004540122,0.006476467,0.008178078,0.003349244,0.007828367,0.004696144,0.001918289,0.009260256,0.004760556,0.009368022,0.0063096,0.010012578,0.012804189,0.012704722,0.005583756,-0.005690311,0.004913444
0,0.0220293,0.017622711,0.025579211,0.005499278,-0.008261756,0.002501578,0.003504856,0.001299167,0.011109544,0.0003529,0.003465978,0.023648667,0.0027208,0.0086959,0.002635911,0.003674456,0.005324378,0.006921478,0.002766233,0.006750556,0.003973978,0.001175578,0.007633922,0.004070489,0.008094844,0.005259089,0.008849222,0.0109688,0.010987356,0.004614889,-0.011103111,0.004248911
0,0.0174201,0.014156944,0.019983533,0.004741711,0.002162978,0.003247089,0.003249656,0.001098567,0.009306056,0.001166278,0.003456978,0.0176467,0.002614844,0.007408722,0.003210333,0.0035651,0.0050809,0.006268111,0.002614478,0.006052911,0.003654478,0.001679622,0.006860178,0.003585889,0.006955722,0.004537767,0.007476333,0.009340667,0.009314289,0.004547444,-0.002520289,0.003861722
0,0.037282978,0.029587367,0.043236933,0.009033989,0.003501122,0.006118411,0.006182778,0.0021914,0.018901489,0.001896511,0.006867822,0.04202692,0.004827156,0.014457411,0.006095567,0.006578578,0.009479433,0.012470489,0.0049576,0.011601067,0.006836911,0.002872444,0.012941922,0.006844278,0.013480322,0.009944044,0.014483267,0.0186038,0.018717889,0.008488533,-0.005871978,0.007326311
0,0.020665444,0.0166298,0.023869789,0.005399033,-0.006442589,0.003052056,0.003598589,0.001224389,0.010691233,0.000833722,0.003568144,0.021590056,0.0028201,0.008463833,0.002925822,0.003761911,0.005517044,0.007079322,0.002851311,0.006840156,0.003994856,0.001387478,0.007190022,0.004035344,0.007781656,0.005271889,0.008633222,0.010532556,0.010658556,0.004908667,-0.006846311,0.004432567
0,0.027463478,0.021450911,0.0309364,0.006618411,-0.002349622,0.004808256,0.004102633,0.001613067,0.014138256,0.001266644,0.004484344,0.013997378,0.003390589,0.010533389,0.001255633,0.004899967,0.007202178,0.009832367,0.003577411,0.008965511,0.0049466,0.002155067,0.007508578,0.004738122,0.009108411,0.006695856,0.01087,0.013933,0.0138817,0.004981611,-0.002860622,0.005565456
0,0.028433367,0.022515678,0.032427722,0.007083956,-0.004705556,0.004763844,0.004377289,0.001660389,0.014716967,0.001416333,0.0045522,0.015385589,0.003572011,0.011176733,0.001116456,0.005164444,0.0074809,0.010314844,0.003835833,0.009471233,0.005283644,0.002122689,0.007698567,0.004991689,0.009602367,0.007153389,0.0115572,0.014327944,0.014557689,0.005363511,-0.004468644,0.006033633
0,0.019950578,0.016087178,0.022951122,0.005114611,-0.006279678,0.002737111,0.003316044,0.001207456,0.010124822,0.000651144,0.003228678,0.020110878,0.002599711,0.007933522,0.002743378,0.003552978,0.005176278,0.006745867,0.002709967,0.006660444,0.003896933,0.001337444,0.007394333,0.003824533,0.007249244,0.005060044,0.007910356,0.009875533,0.010038822,0.004600022,-0.009509144,0.003932789
0,0.021497444,0.017247,0.024626911,0.005586278,0.000260125,0.003915756,0.003634033,0.001316522,0.011105189,0.001083133,0.003775533,0.018873011,0.002895944,0.008615044,0.002686089,0.004056978,0.005769867,0.0076797,0.003060678,0.007357556,0.0043778,0.001727744,0.007919844,0.004200511,0.007875456,0.005516711,0.008812989,0.0109373,0.011048744,0.004853056,-0.003615875,0.004408144
0,0.045819233,0.035250967,0.052561078,0.010083078,0.006588189,0.007561889,0.006971956,0.002601344,0.022118044,0.001769844,0.008208744,0.0502334,0.005356711,0.016506156,0.006960367,0.007553433,0.010733956,0.015496511,0.0057004,0.013779056,0.007957078,0.003412122,0.017227689,0.008170244,0.015303367,0.012785378,0.016122778,0.021698056,0.021554233,0.0096094,-0.006736433,0.0080468
0,0.013648889,0.010988944,0.015326233,0.003653667,0.0107949,0.004060578,0.002714489,0.000952011,0.007685933,0.001502589,0.0035846,0.011571222,0.002303389,0.005964122,0.0034834,0.003330967,0.004658933,0.006326344,0.002379044,0.005341578,0.003257189,0.0020568,0.006844722,0.003112133,0.005533167,0.004373833,0.005725044,0.007805244,0.007461333,0.004297622,0.00563654,0.003241311
0,0.017032444,0.013515389,0.0192818,0.004235711,-0.006319111,0.002590667,0.002483956,0.0010309,0.008635089,0.000471233,0.002307511,0.008233744,0.002052378,0.006526567,0.0000401,0.002919622,0.004236611,0.006042967,0.002217189,0.005765033,0.003171578,0.001017089,0.004253833,0.003016022,0.005665,0.003906444,0.006903,0.008350644,0.008476533,0.0028419,-0.006645311,0.003445078
0,0.038898278,0.030772789,0.044723967,0.0093569,0.008926067,0.007543811,0.006634189,0.002322367,0.019783956,0.002434011,0.007523156,0.041008333,0.005209733,0.014944856,0.006930922,0.007193878,0.010324789,0.014760911,0.005550389,0.013028989,0.007708167,0.0034855,0.014469922,0.007496733,0.0139778,0.011264189,0.014658211,0.019224956,0.019428122,0.009481544,-0.0021762,0.007915511
0,0.019759411,0.015915178,0.022552878,0.0051421,-0.004970378,0.0034107,0.003127478,0.001216733,0.010324422,0.000928633,0.003043089,0.010238156,0.002579422,0.007925722,0.0004862,0.0036968,0.005251522,0.007449144,0.0027883,0.007040833,0.003960667,0.001445089,0.005452089,0.0037451,0.006857322,0.004960411,0.008290856,0.0099284,0.010229567,0.003793356,-0.004731078,0.004441278
